omsid,image_url,width,depth,height,canopy,style,taxonomy
100469042,https://images.homedepot-static.com/productImages/ad518833-5ce6-41ff-9663-8068eea7c0f7/svn/brushed-nickel-progress-lighting-chandeliers-p3807-09-64_1000.jpg,13.5,13.5,24,5.5,"Classic,Transitional",Lighting>Chandeliers
100469042,https://images.homedepot-static.com/productImages/f4bca7f5-4fe6-4dd9-bcca-1c9c3f42d19b/svn/brushed-nickel-progress-lighting-chandeliers-p3807-09-64_1000.jpg,13.5,13.5,24,5.5,"Classic,Transitional",Lighting>Chandeliers
100469042,https://images.homedepot-static.com/productImages/e3f59ca4-7476-47b6-b211-fd3f1dba47ea/svn/brushed-nickel-progress-lighting-chandeliers-p3807-09-64_1000.jpg,13.5,13.5,24,5.5,"Classic,Transitional",Lighting>Chandeliers
100469044,https://images.homedepot-static.com/productImages/a6900de7-0971-4da5-ac6f-d8fecc54c4f6/svn/antique-bronze-progress-lighting-chandeliers-p3807-20-64_1000.jpg,13.5,13.5,24,5.5,"Classic,Transitional",Lighting>Chandeliers
100469543,https://images.homedepot-static.com/productImages/0c06f8d3-b678-4f0d-91da-4058a79c8f22/svn/brushed-nickel-progress-lighting-chandeliers-p5013-09-64_1000.jpg,16.63,16.63,8.88,5.25,Classic,Lighting>Chandeliers
100469634,https://images.homedepot-static.com/productImages/fbc677e4-d0de-4c18-b05e-20ecc1adabe5/svn/white-progress-lighting-chandeliers-p5094-30-64_1000.jpg,16,16,8.25,5.16,Industrial,Lighting>Chandeliers
100469634,https://images.homedepot-static.com/productImages/6549bf49-bc4d-4715-9465-80409bfd9008/svn/white-progress-lighting-chandeliers-p5094-30-64_1000.jpg,16,16,8.25,5.16,Industrial,Lighting>Chandeliers
100469634,https://images.homedepot-static.com/productImages/f39d0274-4cf7-4976-bbca-14eb4aaf90c8/svn/white-progress-lighting-chandeliers-p5094-30-64_1000.jpg,16,16,8.25,5.16,Industrial,Lighting>Chandeliers
100636087,https://images.homedepot-static.com/productImages/23560bef-0c61-4c96-8510-8733f2083239/svn/brushed-nickel-progress-lighting-chandeliers-p5182-09-64_1000.jpg,12.63,12.63,11,5.5,Industrial,Lighting>Chandeliers
100636087,https://images.homedepot-static.com/productImages/e1a9a473-7eb0-4002-b87e-460b8892ce96/svn/brushed-nickel-progress-lighting-chandeliers-p5182-09-64_1000.jpg,12.63,12.63,11,5.5,Industrial,Lighting>Chandeliers
100636087,https://images.homedepot-static.com/productImages/b660054a-abf6-4e24-bb83-602e8458f632/svn/brushed-nickel-progress-lighting-chandeliers-p5182-09-64_1000.jpg,12.63,12.63,11,5.5,Industrial,Lighting>Chandeliers
100636087,https://images.homedepot-static.com/productImages/0c8d6493-4438-4551-89b5-7aba2988cb42/svn/brushed-nickel-progress-lighting-chandeliers-p5182-09-64_1000.jpg,12.63,12.63,11,5.5,Industrial,Lighting>Chandeliers
100636663,https://images.homedepot-static.com/productImages/666212cc-95c2-4db6-be78-d82b3b04d415/svn/brushed-nickel-progress-lighting-chandeliers-p5183-09-64_1000.jpg,16,16,13.5,5.5,Industrial,Lighting>Chandeliers
202190243,https://images.homedepot-static.com/productImages/6dcfb431-4abf-4993-99a1-1c95a0a35704/svn/matte-nickel-eglo-chandeliers-20128a-64_1000.jpg,28.35,6.5,59,5,Modern,Lighting>Chandeliers
202275818,https://images.homedepot-static.com/productImages/fd2cd6e4-7d79-4f16-87f5-6774ad963825/svn/distressed-antique-bronze-copper-chandeliers-16557-017-64_1000.jpg,41.5,12,19.25,1,Classic,Lighting>Chandeliers
202748806,https://images.homedepot-static.com/productImages/37030fc4-876b-4d47-9ba1-1388aad93fea/svn/satin-nickel-yosemite-home-decor-chandeliers-98351-3sn-64_1000.jpg,16.5,16.5,23.5,4.97,"Modern,Transitional",Lighting>Chandeliers
203128942,https://images.homedepot-static.com/productImages/9569274b-92f2-4f31-8420-7b6538696454/svn/chrome-zuo-chandeliers-50026-64_1000.jpg,17.7,17.7,7.5,5.1,Glam,Lighting>Chandeliers
203128942,https://images.homedepot-static.com/productImages/5861d4a7-afce-4316-bac6-bc37eb4970c4/svn/chrome-zuo-chandeliers-50026-64_1000.jpg,17.7,17.7,7.5,5.1,Glam,Lighting>Chandeliers
203128942,https://images.homedepot-static.com/productImages/8a8a1c23-c7d9-4271-9d02-c0bafbaeb506/svn/chrome-zuo-chandeliers-50026-64_1000.jpg,17.7,17.7,7.5,5.1,Glam,Lighting>Chandeliers
203229019,https://images.homedepot-static.com/productImages/193062df-28e6-48b2-9485-3ce138b9d2bf/svn/brushed-nickel-progress-lighting-chandeliers-p3931-09-64_1000.jpg,19,19,21.5,5.19,"Classic,Modern,Transitional",Lighting>Chandeliers
203229019,https://images.homedepot-static.com/productImages/e4dc2072-9d40-4a9c-8e7c-91d406d4e8b6/svn/brushed-nickel-progress-lighting-chandeliers-p3931-09-64_1000.jpg,19,19,21.5,5.19,"Classic,Modern,Transitional",Lighting>Chandeliers
203229019,https://images.homedepot-static.com/productImages/970d3b2a-65d8-4a06-9631-29742d1cc5cf/svn/brushed-nickel-progress-lighting-chandeliers-p3931-09-64_1000.jpg,19,19,21.5,5.19,"Classic,Modern,Transitional",Lighting>Chandeliers
203229019,https://images.homedepot-static.com/productImages/24ec2030-8680-4fb9-84d8-3ea7f2990051/svn/brushed-nickel-progress-lighting-chandeliers-p3931-09-64_1000.jpg,19,19,21.5,5.19,"Classic,Modern,Transitional",Lighting>Chandeliers
203229019,https://images.homedepot-static.com/productImages/c4d4d6e0-8f01-4ffa-9de2-7591280983d0/svn/brushed-nickel-progress-lighting-chandeliers-p3931-09-64_1000.jpg,19,19,21.5,5.19,"Classic,Modern,Transitional",Lighting>Chandeliers
203229019,https://images.homedepot-static.com/productImages/35f04f88-ea42-4766-82a3-9ab4b288ef3a/svn/brushed-nickel-progress-lighting-chandeliers-p3931-09-64_1000.jpg,19,19,21.5,5.19,"Classic,Modern,Transitional",Lighting>Chandeliers
203229019,https://images.homedepot-static.com/productImages/42fa94c0-0ad4-45a2-9ea5-56f098ded839/svn/brushed-nickel-progress-lighting-chandeliers-p3931-09-64_1000.jpg,19,19,21.5,5.19,"Classic,Modern,Transitional",Lighting>Chandeliers
203365409,https://images.homedepot-static.com/productImages/1656eb46-1635-403a-884a-704b4f387763/svn/brushed-nickel-livex-lighting-chandeliers-5022-91-64_1000.jpg,14.5 in,0 in,25 in,4.25,"Modern,Transitional",Lighting>Chandeliers
203365409,https://images.homedepot-static.com/productImages/46944023-810b-408d-8eb0-62fd9e2d5650/svn/brushed-nickel-livex-lighting-chandeliers-5022-91-64_1000.jpg,14.5 in,0 in,25 in,4.25,"Modern,Transitional",Lighting>Chandeliers
203365409,https://images.homedepot-static.com/productImages/fde87446-a980-4e73-b0cc-5555d99209b7/svn/brushed-nickel-livex-lighting-chandeliers-5022-91-64_1000.jpg,14.5 in,0 in,25 in,4.25,"Modern,Transitional",Lighting>Chandeliers
203365409,https://images.homedepot-static.com/productImages/80ae5482-c86c-4756-8e2e-062260b8c6e2/svn/brushed-nickel-livex-lighting-chandeliers-5022-91-64_1000.jpg,14.5 in,0 in,25 in,4.25,"Modern,Transitional",Lighting>Chandeliers
203365409,https://images.homedepot-static.com/productImages/fa2711e1-33af-44bb-b94d-4b0c274671fb/svn/brushed-nickel-livex-lighting-chandeliers-5022-91-64_1000.jpg,14.5 in,0 in,25 in,4.25,"Modern,Transitional",Lighting>Chandeliers
203365693,https://images.homedepot-static.com/productImages/3d8acace-319f-4d62-9843-c3a3b72ed904/svn/brushed-nickel-livex-lighting-chandeliers-4229-91-64_1000.jpg,40 in,0 in,38,5,Modern,Lighting>Chandeliers
203365693,https://images.homedepot-static.com/productImages/d83f09f4-dfc0-4b95-b0d3-fd576bc6601d/svn/brushed-nickel-livex-lighting-chandeliers-4229-91-64_1000.jpg,40 in,0 in,38,5,Modern,Lighting>Chandeliers
203365693,https://images.homedepot-static.com/productImages/8a124fd9-ba92-44de-914d-8921dbebcf55/svn/brushed-nickel-livex-lighting-chandeliers-4229-91-64_1000.jpg,40 in,0 in,38,5,Modern,Lighting>Chandeliers
203365693,https://images.homedepot-static.com/productImages/1a770d1c-4d13-4185-8337-6dc3436dadd7/svn/brushed-nickel-livex-lighting-chandeliers-4229-91-64_1000.jpg,40 in,0 in,38,5,Modern,Lighting>Chandeliers
203365722,https://images.homedepot-static.com/productImages/8fc4d7e5-3468-4e0f-9ec5-69d6674f81d9/svn/brushed-nickel-livex-lighting-chandeliers-4253-91-64_1000.jpg,24 in,0 in,18 in,5,Classic,Lighting>Chandeliers
203365722,https://images.homedepot-static.com/productImages/37e3e910-8d63-4a06-bd20-f6629d71b912/svn/brushed-nickel-livex-lighting-chandeliers-4253-91-64_1000.jpg,24 in,0 in,18 in,5,Classic,Lighting>Chandeliers
203365722,https://images.homedepot-static.com/productImages/7e9936c7-fa3a-4289-a56a-c57568f2b145/svn/brushed-nickel-livex-lighting-chandeliers-4253-91-64_1000.jpg,24 in,0 in,18 in,5,Classic,Lighting>Chandeliers
203365722,https://images.homedepot-static.com/productImages/37105bf1-a199-45ed-893b-530a22c7420f/svn/brushed-nickel-livex-lighting-chandeliers-4253-91-64_1000.jpg,24 in,0 in,18 in,5,Classic,Lighting>Chandeliers
203365722,https://images.homedepot-static.com/productImages/dc7b1585-5106-430f-9b57-9756fa56f54e/svn/brushed-nickel-livex-lighting-chandeliers-4253-91-64_1000.jpg,24 in,0 in,18 in,5,Classic,Lighting>Chandeliers
203365722,https://images.homedepot-static.com/productImages/235d7a89-2998-4dc2-90ea-6279d2296ee6/svn/brushed-nickel-livex-lighting-chandeliers-4253-91-64_1000.jpg,24 in,0 in,18 in,5,Classic,Lighting>Chandeliers
203365722,https://images.homedepot-static.com/productImages/d18eeb86-177a-4c3d-a9cb-c7b6ef420437/svn/brushed-nickel-livex-lighting-chandeliers-4253-91-64_1000.jpg,24 in,0 in,18 in,5,Classic,Lighting>Chandeliers
203365722,https://images.homedepot-static.com/productImages/426d8554-b916-4f3c-b811-ee5b5bee0502/svn/brushed-nickel-livex-lighting-chandeliers-4253-91-64_1000.jpg,24 in,0 in,18 in,5,Classic,Lighting>Chandeliers
203365722,https://images.homedepot-static.com/productImages/d911b4e7-2930-4a67-a843-2171ae6b7bd8/svn/brushed-nickel-livex-lighting-chandeliers-4253-91-64_1000.jpg,24 in,0 in,18 in,5,Classic,Lighting>Chandeliers
203365959,https://images.homedepot-static.com/productImages/af4700de-daa4-4dc9-a57c-a4c45ffb83d9/svn/imperial-bronze-livex-lighting-chandeliers-6145-58-64_1000.jpg,27 in,0 in,22 in,5,"Classic,Mediterranean",Lighting>Chandeliers
203365959,https://images.homedepot-static.com/productImages/6c69dd76-7884-4777-a41c-90646c6b1172/svn/imperial-bronze-livex-lighting-chandeliers-6145-58-64_1000.jpg,27 in,0 in,22 in,5,"Classic,Mediterranean",Lighting>Chandeliers
203365974,https://images.homedepot-static.com/productImages/11c1e195-4543-447d-a278-8a76f88a4fac/svn/brushed-nickel-livex-lighting-chandeliers-6296-91-64_1000.jpg,24 in,0 in,56.25 in,5,"Modern,Transitional",Lighting>Chandeliers
203365985,https://images.homedepot-static.com/productImages/4107ae2b-7dd6-4917-9fda-1fc745818b2f/svn/white-livex-lighting-chandeliers-6305-03-64_1000.jpg,20 in,0 in,18.5 in,5,Glam,Lighting>Chandeliers
203366234,https://images.homedepot-static.com/productImages/6dea769a-bb5a-42b3-a384-f81333b39d7f/svn/imperial-bronze-livex-lighting-chandeliers-6152-58-64_1000.jpg,15.5 in,40.5 in,16.5 in,4.5,"Classic,Mediterranean",Lighting>Chandeliers
203366293,https://images.homedepot-static.com/productImages/e3aaafff-53d0-4a8e-b738-92e684ac98f5/svn/antique-brass-livex-lighting-chandeliers-4254-01-64_1000.jpg,13 in,0 in,45.5 in,5,Rustic,Lighting>Chandeliers
203483750,https://images.homedepot-static.com/productImages/a2fe8e55-5f7b-4cb6-bf34-7ab7f6607ec9/svn/chrome-worldwide-lighting-chandeliers-w83100c16-ch-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203483770,https://images.homedepot-static.com/productImages/a78c09e8-8931-4665-858f-f171af0ade46/svn/polished-chrome-finish-black-crystal-worldwide-lighting-chandeliers-w83100c16-bl-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203483770,https://images.homedepot-static.com/productImages/23de3224-fad8-4439-bc3e-dee1f87da8c0/svn/polished-chrome-finish-black-crystal-worldwide-lighting-chandeliers-w83100c16-bl-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203483770,https://images.homedepot-static.com/productImages/d5eb0d4d-7444-4d16-a737-b9a37f265c33/svn/polished-chrome-finish-black-crystal-worldwide-lighting-chandeliers-w83100c16-bl-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203483770,https://images.homedepot-static.com/productImages/b13b1e03-2520-4fa6-b21d-e5f149be9392/svn/polished-chrome-finish-black-crystal-worldwide-lighting-chandeliers-w83100c16-bl-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203483770,https://images.homedepot-static.com/productImages/2249883a-fda8-4663-b64e-efa5a00c95db/svn/polished-chrome-finish-black-crystal-worldwide-lighting-chandeliers-w83100c16-bl-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203483788,https://images.homedepot-static.com/productImages/2ce08165-b1f4-4cb0-9255-ccb5d542572e/svn/amber-worldwide-lighting-chandeliers-w83100c16-am-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203483788,https://images.homedepot-static.com/productImages/1d113463-03c7-4d98-8199-297018110eeb/svn/amber-worldwide-lighting-chandeliers-w83100c16-am-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203483788,https://images.homedepot-static.com/productImages/63422493-e085-4781-887b-b2d4099dbbdb/svn/amber-worldwide-lighting-chandeliers-w83100c16-am-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203483796,https://images.homedepot-static.com/productImages/7731bfc7-1170-414d-8c97-ec35737510cc/svn/polished-chrome-finish-smoke-crystal-worldwide-lighting-chandeliers-w83100c16-sm-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203483796,https://images.homedepot-static.com/productImages/1379b62c-a157-4664-bbc5-569a02180f27/svn/polished-chrome-finish-smoke-crystal-worldwide-lighting-chandeliers-w83100c16-sm-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
203820147,https://images.homedepot-static.com/productImages/a97bac7d-d370-4623-9cd3-5e250d1bb8b4/svn/polished-chrome-finish-white-crystal-worldwide-lighting-chandeliers-w83100c16-wh-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
204101715,https://images.homedepot-static.com/productImages/55dd8908-21b3-49e7-bd6c-ad87816b6a64/svn/red-rustic-yosemite-home-decor-chandeliers-scfp2079-6-6rr-64_1000.jpg,21.7,21.7,38.6,4.70,Glam,Lighting>Chandeliers
204101715,https://images.homedepot-static.com/productImages/c48ed2ed-bc53-4953-96f0-52175fcfaebc/svn/red-rustic-yosemite-home-decor-chandeliers-scfp2079-6-6rr-64_1000.jpg,21.7,21.7,38.6,4.70,Glam,Lighting>Chandeliers
204101715,https://images.homedepot-static.com/productImages/a0139382-142a-4dba-9166-34ee6c2cbc34/svn/red-rustic-yosemite-home-decor-chandeliers-scfp2079-6-6rr-64_1000.jpg,21.7,21.7,38.6,4.70,Glam,Lighting>Chandeliers
204101715,https://images.homedepot-static.com/productImages/4e1c1330-dd11-43f2-aab4-b8b111980057/svn/red-rustic-yosemite-home-decor-chandeliers-scfp2079-6-6rr-64_1000.jpg,21.7,21.7,38.6,4.70,Glam,Lighting>Chandeliers
204299577,https://images.homedepot-static.com/productImages/b4f0bd70-3226-4a2c-bacc-42cac7f6dbc6/svn/brushed-nickel-livex-lighting-chandeliers-4826-91-64_1000.jpg,20 in,0 in,22 in,5,"Classic,Transitional",Lighting>Chandeliers
204299611,https://images.homedepot-static.com/productImages/d6e6a6e3-a06e-4c48-8b15-133428eb65eb/svn/black-livex-lighting-chandeliers-6474-04-64_1000.jpg,18 in,0 in,14.5 in,5,"Classic,Transitional",Lighting>Chandeliers
204299611,https://images.homedepot-static.com/productImages/f8f05b7b-d8af-4d5b-b21b-5141edc21026/svn/black-livex-lighting-chandeliers-6474-04-64_1000.jpg,18 in,0 in,14.5 in,5,"Classic,Transitional",Lighting>Chandeliers
204299611,https://images.homedepot-static.com/productImages/51d5705c-75fa-450d-8662-f52bd0800768/svn/black-livex-lighting-chandeliers-6474-04-64_1000.jpg,18 in,0 in,14.5 in,5,"Classic,Transitional",Lighting>Chandeliers
204299611,https://images.homedepot-static.com/productImages/ee552763-ceb5-4cde-aca7-6c7478d72f6a/svn/black-livex-lighting-chandeliers-6474-04-64_1000.jpg,18 in,0 in,14.5 in,5,"Classic,Transitional",Lighting>Chandeliers
204299611,https://images.homedepot-static.com/productImages/0d68607e-9cdc-425f-a3ad-0fc8c7d375ce/svn/black-livex-lighting-chandeliers-6474-04-64_1000.jpg,18 in,0 in,14.5 in,5,"Classic,Transitional",Lighting>Chandeliers
204299611,https://images.homedepot-static.com/productImages/000a1f72-a673-4e7f-a863-d415ad5428f3/svn/black-livex-lighting-chandeliers-6474-04-64_1000.jpg,18 in,0 in,14.5 in,5,"Classic,Transitional",Lighting>Chandeliers
204780503,https://images.homedepot-static.com/productImages/5d863e41-2c6d-457a-9e28-d37ad8295ec1/svn/cranberry-red-worldwide-lighting-chandeliers-w83100c16-cy-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
204780503,https://images.homedepot-static.com/productImages/506b8755-a755-4e98-90a1-10007455985e/svn/cranberry-red-worldwide-lighting-chandeliers-w83100c16-cy-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
204780504,https://images.homedepot-static.com/productImages/8aa67683-48b0-4493-af66-6203b2eb5fce/svn/coral-red-worldwide-lighting-chandeliers-w83100c16-cr-64_1000.jpg,16,16 in,12,5,Glam,Lighting>Chandeliers
205050666,https://images.homedepot-static.com/productImages/d7f995fa-0397-415f-ad0e-5acd2ad2126f/svn/brushed-nickel-progress-lighting-chandeliers-p5046-09-64_1000.jpg,14,14,30.25,4.88,"Modern,Transitional",Lighting>Chandeliers
205050667,https://images.homedepot-static.com/productImages/688bda9a-4581-431e-8ee1-21de62d0eb43/svn/antique-bronze-progress-lighting-chandeliers-p5046-20-64_1000.jpg,14,14,30.25,4.88,"Modern,Transitional",Lighting>Chandeliers
205050668,https://images.homedepot-static.com/productImages/314f13fd-7c74-4155-b484-b904ffcb9667/svn/brushed-nickel-progress-lighting-chandeliers-p5047-09-64_1000.jpg,20,20,27.375,4.88,"Modern,Transitional",Lighting>Chandeliers
205168157,https://images.homedepot-static.com/productImages/86ec2351-53b6-453e-84b0-7cb287fc1126/svn/kolorado-varaluz-chandeliers-165m01ko-64_1000.jpg,7,7,8,6,Modern,Lighting>Chandeliers
205168157,https://images.homedepot-static.com/productImages/90c837fa-4473-4c15-b5d2-8f09554aa533/svn/kolorado-varaluz-chandeliers-165m01ko-64_1000.jpg,7,7,8,6,Modern,Lighting>Chandeliers
205311613,https://images.homedepot-static.com/productImages/0d3d5322-cd87-4e3f-9c82-b78696843249/svn/oil-rubbed-bronze-designers-fountain-chandeliers-85185-orb-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311613,https://images.homedepot-static.com/productImages/1b35e136-32ee-485f-9ad8-618d5d5495f3/svn/oil-rubbed-bronze-designers-fountain-chandeliers-85185-orb-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311613,https://images.homedepot-static.com/productImages/a5baa5c3-13be-43b3-865c-2d42d87b2019/svn/oil-rubbed-bronze-designers-fountain-chandeliers-85185-orb-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311613,https://images.homedepot-static.com/productImages/e56dc386-483f-461a-adfb-871c0969b52b/svn/oil-rubbed-bronze-designers-fountain-chandeliers-85185-orb-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311613,https://images.homedepot-static.com/productImages/a43445b0-49fb-4bc4-b2df-cb2bed8b6e82/svn/oil-rubbed-bronze-designers-fountain-chandeliers-85185-orb-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311613,https://images.homedepot-static.com/productImages/352cb142-d292-4ac6-8410-6b058c41a066/svn/oil-rubbed-bronze-designers-fountain-chandeliers-85185-orb-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311624,https://images.homedepot-static.com/productImages/e6965056-652e-4053-a889-4f366be80d39/svn/satin-platinum-designers-fountain-chandeliers-85185-sp-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311624,https://images.homedepot-static.com/productImages/b23b24b2-46ae-4586-b46a-5a10a2c98886/svn/satin-platinum-designers-fountain-chandeliers-85185-sp-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311624,https://images.homedepot-static.com/productImages/df782400-896b-45a7-9b2c-a1238cc04ba4/svn/satin-platinum-designers-fountain-chandeliers-85185-sp-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311624,https://images.homedepot-static.com/productImages/1a02bb3c-0ef6-4f65-94e6-411c028bd6c5/svn/satin-platinum-designers-fountain-chandeliers-85185-sp-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311624,https://images.homedepot-static.com/productImages/a907c998-6c02-46a1-a689-30d904bf0584/svn/satin-platinum-designers-fountain-chandeliers-85185-sp-64_1000.jpg,20.25,20.25,16.63,0,"Classic,Transitional",Lighting>Chandeliers
205311632,https://images.homedepot-static.com/productImages/f9d5227a-449a-42a5-9c55-2c883bd43a8f/svn/oil-rubbed-bronze-designers-fountain-chandeliers-85283-orb-64_1000.jpg,17,17,19.38,0,"Classic,Mediterranean",Lighting>Chandeliers
205311632,https://images.homedepot-static.com/productImages/a765b18a-8d3a-4e46-85d5-01e4990e5763/svn/oil-rubbed-bronze-designers-fountain-chandeliers-85283-orb-64_1000.jpg,17,17,19.38,0,"Classic,Mediterranean",Lighting>Chandeliers
205320603,https://images.homedepot-static.com/productImages/a28cd3fc-c866-4c6e-9250-652b29973aae/svn/walnut-sea-gull-lighting-chandeliers-f2397-5wal-64_1000.jpg,25,25,21.25,5.5,"Classic,Mediterranean",Lighting>Chandeliers
205320603,https://images.homedepot-static.com/productImages/6459dfbe-b0a7-47c9-a913-91f3c42a9f09/svn/walnut-sea-gull-lighting-chandeliers-f2397-5wal-64_1000.jpg,25,25,21.25,5.5,"Classic,Mediterranean",Lighting>Chandeliers
205321387,https://images.homedepot-static.com/productImages/4bbd56a1-5ccc-4f29-9ea5-5a0b2b928ede/svn/dark-antique-brass-matte-black-feiss-chandeliers-p1283dab-mb-64_1000.jpg,13,13,13.125,1.25,Industrial,Lighting>Chandeliers
205321387,https://images.homedepot-static.com/productImages/48d66d4d-f5b4-4f72-bf3a-49634b549c90/svn/dark-antique-brass-matte-black-feiss-chandeliers-p1283dab-mb-64_1000.jpg,13,13,13.125,1.25,Industrial,Lighting>Chandeliers
